7886,15339,34063
22935,8078,80299
75589,71720,71660
29283,25656,6999
32667,78233,15140
94014,96309,73847
89367,61609,25080
58802,46914,56628
58854,95265,62023
84104,8732,77142
14491,20124,17049
61873,95457,31103
27635,86015,20679
22406,61492,98586
65784,59118,26956
82067,37381,29865
1028,14274,26438
52279,24146,13059
18500,76682,35595
59372,91408,27364
5901,98679,43124
12208,68024,13662
8184,29072,16369
56734,34748,38161
94265,44862,68710
54365,72831,93741
86294,32337,90164
97545,11087,73706
56494,14426,70459
23561,82129,68839
84687,49137,78096
28121,30226,3834
48891,2491,87107
84416,10708,81723
25330,37934,52054
86081,32538,80799
15390,28675,57064
58161,34256,67550
78114,13550,59311
51317,6009,12498
55466,16604,17294
88900,40489,90021
95092,68129,60354
44265,47430,88950
88462,96653,33880
59123,82608,59462
32535,62829,6036
22213,9021,6946
95730,85459,11566
76507,53642,68888
60540,35625,14053
80873,47625,90722
54936,85339,23956
49518,32584,10130
74084,96767,19891
60631,24179,40979
69804,86432,69936
3255,39974,77058
78738,47641,43602
66673,88542,33488
8930,15018,5058
84633,67324,12171
71502,62684,62195
64078,29371,35697
252,41731,2471
97044,8214,83614
63300,99020,24797
94246,94563,72578
45654,73610,48214
48530,51355,86902
59346,30551,22013
61668,67184,89446
70964,2011,75452
8573,91098,85802
89685,58123,85775
60616,60504,71616
69592,54229,45159
40468,47875,44230
51274,95583,76165
93175,18128,60720
28046,7390,13948
7607,60573,51645
19757,22913,17854
83221,38829,81843
94675,18064,18587
71028,40766,21781
22005,87309,2548
17965,6645,70689
11026,16672,243
85169,52591,4092
36174,5162,32595
69271,84787,76892
21035,20741,86986
21508,74739,11904
34748,11837,63230
22698,14728,58935
95672,61351,21409
73047,96840,55770
86327,40670,11189
2356,61068,73462
9306,60716,30480
13179,21289,7087
35902,11204,50919
45274,18213,72061
14592,81037,79866
52275,64369,80031
41425,22697,67639
88407,79807,31717
31800,13036,75737
85486,44227,50734
30706,90185,91237
65330,98093,70513
78485,31417,88374
91897,85655,65016
79222,14490,94677
15719,82975,2014
59986,963,86444
94053,76557,70949
92320,36803,14109
28962,13236,3803
49595,24739,25235
38299,53075,42916
98557,14889,80517
30676,32124,66655
49834,31512,11151
10554,30325,46
42431,48059,50199
76943,51858,28699
19325,66001,26786
63789,5042,16332
70448,28385,75708
12232,95445,16901
10431,78831,2551
37085,42809,42029
74012,67020,72926
31785,6965,28622
14401,85638,42411
80862,94237,17849
23982,27868,52308
43859,83790,6321
87151,41656,81289
37623,16022,44104
66264,41396,92954
69375,45623,35532
179,41469,72284
35693,69449,37440
55519,94460,32483
31811,97991,31863
58283,27736,73390
38433,32008,56477
68023,27136,20417
55724,63558,58075
65802,69008,49996
10936,49405,35245
36992,74421,70366
3014,7333,13593
33584,29155,3194
58030,23745,27367
99068,83311,40273
68493,35011,81526
63922,99996,20951
93764,37834,24538
83113,8027,49616
34733,83400,73109
54675,47876,73430
95326,50744,77059
38797,36693,98249
46556,83107,26301
37533,44051,3090
353,21639,61385
18296,59666,9624
21410,64835,48988
30470,10639,10625
32060,69507,26218
38600,35921,68757
18686,8225,32342
98245,37869,98987
92608,8631,13496
61911,12085,35657
71632,26626,35371
96013,76481,97467
92409,2030,19375
8064,66066,71964
54823,20911,76647
23890,10212,57809
77009,97682,1195
25213,80744,42485
50199,72632,86961
60152,88711,54159
48883,90374,84633
85768,54608,24889
59977,31853,30511
18881,89158,61818
38733,32482,8252
84842,56754,47134
36570,61893,156
6396,56049,67903
69158,82090,5070
12959,69506,50917
91879,54255,21748
28087,90692,35350
37040,70215,49411
66284,98604,64418
61730,18072,55953
32127,64946,3833
63456,19864,46189
82760,89039,33592
28923,73668,85241
14236,74676,44105
70020,98587,55058
35984,64159,68732
10580,57000,95526
53971,26767,61587
16396,9273,86993
38903,11450,83799
44678,36906,62579
99950,35588,69575
8269,58503,91324
63017,4896,47373
36440,99850,93959
71726,49521,69611
70920,10885,39837
46024,70218,94674
59466,5137,48375
38548,11154,7153
97989,75514,76249
70337,34351,24214
28127,18804,1677
69642,94279,33950
74973,47170,16199
48685,27888,85585
37986,6572,77066
12555,42073,47110
44237,70847,79253
51505,32040,58108
98231,88398,36445
42167,31163,79876
4065,30825,1864
78086,37877,85491
84916,11382,99520
65657,538,55197
4657,12354,2223
81726,52789,17693
23892,88870,31615
61440,48974,43174
34638,9076,45716
54265,89608,76757
57680,35552,13765
52413,24057,73939
53094,77154,35932
1655,79521,3565
68267,27795,78368
55852,96066,83205
64379,78402,41461
67201,87508,13204
67239,61336,88422
40521,44359,17053
10788,31062,65275
99042,84943,29872
42306,13284,41249
42956,37958,2123
56161,55876,91030
2758,59089,40689
73810,39823,51178
22843,88724,27480
90663,85016,60980
56764,54429,90368
32103,25705,77149
55760,9476,63641
22256,96876,82332
8800,41319,84992
4808,15812,7614
90572,53060,14608
57338,65858,43994
76075,68554,18849
17255,95581,48162
19164,15901,10770
64759,24495,92163
73094,57844,30021
27096,86783,8249
85094,2402,78115
71959,37640,41626
21167,49329,10594
40073,2821,88336
72800,98579,84712
46890,83247,37745
7734,72423,89571
94809,76228,93385
84032,45237,64648
66888,30530,71859
65165,39108,109
54385,66820,63392
98013,25915,46868
87850,48990,47307
4852,86025,77912
67524,66891,16582
86872,53141,89189
80477,76992,93854
48692,5472,90881
85861,98288,50812
89978,414,2433
51415,18033,1465
45301,36556,8383
51462,1731,78140
47283,56691,85504
76848,19512,48735
89906,49060,5297
73414,31735,65499
21145,86635,17578
35208,61420,12911
5712,61078,95007
58731,19448,89928
52843,42476,29418
79530,40531,85155
9680,34424,67028
33171,52610,63299
69252,63420,12496
63827,65249,61979
20021,90608,99805
6220,47428,42161
78420,4231,4987
61259,73595,18911
57141,66371,44403
92891,74999,71215
32083,86684,99806
44545,84585,90156
9056,67235,57993
86830,27731,51501
36753,63743,56727
54943,84853,15042
39258,96141,71161
85415,14494,18985
21906,16358,21934
59244,17194,72449
96168,2285,24768
41143,1500,37842
19083,74126,91120
82955,66122,4390
73477,62884,20950
64807,36552,81988
25272,12691,21975
78177,32654,20590
37361,23743,4644
59749,49416,57494
43402,54653,54507
94654,56540,43590
18365,43155,90048
28333,43215,60441
14048,83643,33799
19027,80173,7098
31596,23880,84444
71675,30169,52134
42914,90533,7063
56559,28103,74792
91490,89977,10702
44316,62019,64964
80652,29499,15839
78577,75999,2853
29030,67785,57422
84533,94848,50166
25741,40328,70597
74243,72617,6467
20646,2535,78903
38071,27814,71613
67448,50079,73359
80859,78534,46979
99452,14286,56401
74096,61219,77210
18568,55126,18468
56333,68912,52158
82209,82942,17875
22773,16411,84962
84861,88694,51345
64858,89257,39634
17923,93108,36666
99936,90875,87260
89482,92591,87271
76083,78160,61349
12042,68932,77930
5949,56766,49342
1028,54541,26512
46584,56094,30877
2977,62295,13242
69068,13197,14473
7888,15872,794
26538,80791,27516
31890,23645,11639
85870,77675,85954
73900,5888,19006
53665,48587,94056
10847,30859,52024
15540,22666,14708
89916,87471,58711
98671,68096,97780
34500,98529,4520
45212,94454,9581
71808,57735,53724
73117,93145,6292
14546,57228,44159
30194,75417,7693
21033,3168,27794
11655,1061,26893
29396,22281,90784
56501,91635,94582
62504,62046,8684
79195,69996,66880
51482,55571,95567
90939,17274,72544
64012,60028,56270
11647,4527,24997
35772,26295,3198
3475,68721,12736
59381,5981,50427
81402,96258,14691
62403,60554,25285
86355,23371,99307
39553,79717,27251
27761,21507,35183
33854,11467,15120
81644,42859,53475
52726,51652,57599
68023,16431,87496
49279,47297,45921
76474,50169,95217
49185,92497,63871
90607,92744,31662
92370,30920,76902
12656,11632,32127
65076,44883,991
37594,68564,12716
74981,87707,43508
62575,40984,68023
35064,28398,31521
33824,74878,72864
38044,76636,67281
27468,13675,78679
72674,69609,58139
95956,44542,3491
49645,23060,425
2223,28912,52453
3816,98543,61199
29429,20060,72488
26754,79013,47192
6775,559,2207
44778,59153,42937
92271,18049,19328
73893,72336,42188
94718,33019,43920
99672,57256,78070
39099,8580,34618
60067,83187,96522
56650,18762,85019
14681,51437,44253
17935,30763,60686
74608,98461,51374
23383,10064,13439
69402,84027,37342
54308,57391,11371
2076,93190,68751
80531,12699,48434
90868,48080,54680
9876,46639,52923
87884,40648,95148
23321,16161,79558
13662,49317,76221
92,92990,91562
92001,15816,80821
61608,59067,32799
60824,98993,16276
53645,84449,15055
38913,58568,12023
67827,53298,55456
81432,72063,77059
71233,75631,30231
52003,83186,56402
17959,72987,82338
31221,45763,62189
56874,15259,99807
74527,56138,92078
91044,98055,83465
97768,94156,79470
96269,95095,66692
26334,6072,40846
12445,26493,50027
12424,1042,63843
93574,63707,13909
76097,54846,47328
42772,92450,63204
26254,84926,50718
63416,14698,25286
38175,4587,32851
61054,37239,48816
35224,54510,15570
52795,15073,13423
54852,9089,91549
18796,8554,40028
29059,94675,56561
61883,4531,44675
44481,40817,45796
41303,63531,44129
88237,25436,19521
14045,95926,59025
28129,9097,33446
30872,50331,36537
54626,75748,83656
43834,51107,65981
59486,17652,16646
32706,66648,13583
79639,84035,50314
82014,16775,98509
91031,76667,22876
75115,90520,8448
96785,33140,12554
3243,39129,45114
3416,17139,6366
99334,46573,74371
46048,72114,60542
4205,52565,17322
92643,34083,40828
77211,80165,33109
79983,85562,75296
16409,60804,75010
62366,5703,72212
44894,31968,71787
52229,13978,46423
66281,72843,8670
92967,29065,99211
42975,94537,37668
88198,83614,81800
21595,96923,50575
75535,76816,74821
78316,56666,80081
14014,61362,49718
481,54335,48944
77220,62928,35857
32902,80137,48927
6790,54804,71435
57571,35342,69203
94774,84590,36591
75038,48232,20001
20049,33971,30554
71492,39584,58602
2923,17404,98147
83095,87394,1557
27751,40095,50344
44201,46878,9726
28421,46149,48531
85717,30044,64294
12060,9814,98466
89006,69470,56045
15496,30443,14864
31223,97183,40194
85720,85246,24999
45504,92958,65272
35350,39786,47859
80012,75825,59634
57114,76014,23378
34681,555,35704
45100,42573,1528
39611,89552,52305
68800,52075,1014
30790,66333,83827
2216,911,27754
6425,46204,25533
14186,75982,74850
97735,44663,8151
71473,9708,49277
6607,65992,63536
86927,15392,52478
59054,76792,55617
46861,24808,49027
41847,34653,46201
73555,7997,98827
33466,62872,19809
42304,74987,16510
6751,20077,47877
21081,14089,16720
36804,94655,92359
66249,18773,60723
743,35052,50734
12221,79986,23387
88984,26318,34359
86876,34931,76091
68376,13152,46826
55112,28173,88516
57920,48881,57675
60095,69597,5189
40568,77345,8634
55826,77459,17764
41763,70817,6212
89881,63455,72752
66321,4077,41039
85461,15044,41221
41224,38972,10555
15702,63155,48960
57107,74532,63726
21282,5991,603
14864,98744,57588
10503,93033,49432
84553,72914,88334
33418,76166,24300
7783,42850,60437
34337,59815,74968
78918,17024,46323
57909,21176,83713
87827,97285,17481
22700,597,26228
51481,96523,61742
1024,11120,76798
79224,89620,7073
75730,17851,36421
28292,80604,18950
95782,39110,84235
92593,6709,3956
33906,74827,44763
7756,15062,3805
5238,61145,57528
82932,37772,19105
5172,52499,37545
24286,67845,28108
73600,7096,84300
11494,99593,23895
62607,72001,96126
3146,40915,2593
63736,52845,75214
98475,49566,87525
25741,97402,3720
80955,82004,74560
29476,83370,54834
50752,97969,46850
27711,56884,27008
36752,18789,90221
86429,23890,67894
95865,51506,24383
52429,40519,20382
428,14029,2934
82229,44287,70217
57171,36974,23711
6799,49671,43890
74176,26599,80475
10567,31477,36292
62001,22611,27267
17665,97698,81577
35610,73912,57411
19153,40136,28186
80185,48690,73570
49990,71757,32132
46654,51812,5065
3764,94958,47756
7393,95567,4345
13395,2905,7964
78119,26656,47255
77854,59721,23256
42956,22422,9452
61912,65856,20443
96305,10030,8084
70263,68799,21726
58609,30602,4039
95812,39301,10902
45971,1193,45786
68210,52298,15775
1828,81958,96743
87388,80312,93431
67973,31736,19537
98208,68343,93678
30529,84856,21697
20225,48995,97437
27646,2559,97454
20967,55119,12052
41721,14194,6665
73267,17581,41701
40032,22695,73874
44190,39390,2880
96846,71479,46172
40590,6265,34435
1614,77782,19213
90179,8692,33896
74388,97191,81119
16175,74125,84397
28592,95363,98147
99459,99457,81630
51150,97719,9791
69688,43971,23919
78494,42802,57223
68243,32141,95015
64963,22173,69767
9715,70105,20264
86341,94920,45366
71583,69541,56734
96869,85413,2106
44835,46303,62552
88066,29864,1859
4754,11194,83501
37239,97530,6400
22356,84815,15987
10965,97861,30576
54196,20250,88093
27517,22515,64876
89486,84343,95168
99140,59169,96841
12288,97206,15860
49509,50402,80836
94299,87980,59654
58811,16844,84579
80854,96345,98106
48693,69300,62632
93291,20005,66677
14868,95111,78626
39528,82649,13909
22786,11843,81831
519,71060,18565
88384,58695,68941
12203,19617,28821
84947,94323,38075
63427,83037,9208
42597,60606,88389
50901,93105,56226
36312,56652,44995
81780,49734,86299
1134,24696,50328
5792,34193,16786
77194,36880,24447
88826,20824,40190
85029,9097,99671
51039,83101,6817
47469,79017,63064
48639,15653,64152
90105,39017,65383
87587,38751,99945
55015,4328,83071
19190,63037,73647
10694,50759,4041
40915,91222,89782
40785,87467,17130
3694,2607,35108
23974,4016,1956
34387,89917,80342
52777,24962,45957
35301,14255,95776
25461,19059,71200
61573,8802,76453
3713,47382,24706
32768,64861,53281
23054,4698,24078
87369,87111,3533
9816,92348,95795
68775,41060,17436
65283,42842,48694
71476,77314,86398
82793,42887,72289
59437,35581,83097
58523,28945,67457
8032,98254,99467
59973,17965,82027
62208,27728,51895
40111,65172,99075
29309,74428,59292
13976,28587,3021
94228,3640,41372
56214,51244,79622
80480,28432,70642
15060,4967,90092
76977,94951,29885
82355,28583,19100
75359,24784,28917
85808,65549,47633
78273,68249,43735
40642,16277,21809
26599,77393,91313
59504,75109,5878
84008,85051,28405
83374,31770,37277
92727,7765,32164
34792,32397,52435
8882,2188,1844
31854,77833,46124
34990,7304,57453
45613,64215,24082
89751,41454,39554
53540,22758,97205
18758,85571,4309
52390,79740,83625
38238,67960,93460
17999,947,46646
82535,41296,36321
94966,69064,58598
74757,29652,95005
84419,25344,45640
35892,18180,94616
83792,50003,23154
98895,18999,31852
62989,76281,39534
12997,51588,17798
89487,61821,61793
31622,82192,34682
35717,19499,74851
